name,latitude,longitude,type
Dawaki General Hospital,12.10791,8.3319215,hospital
Dawaki General Hospital,12.1084429,8.3320039,hospital
Dawaki General Hospital,12.108429,8.3320981,hospital
Dawaki General Hospital,12.108083,8.3320446,hospital
Dawaki General Hospital,12.1080939,8.3319708,hospital
Dawaki General Hospital,12.1078812,8.331938,hospital
Dawaki General Hospital,12.1078549,8.3321159,hospital
Dawaki General Hospital,12.1077429,8.3320986,hospital
Dawaki General Hospital,12.1077727,8.3318976,hospital
Dawaki General Hospital,12.1078841,8.3319148,hospital
Dawaki General Hospital,12.1079131,8.3317192,hospital
Dawaki General Hospital,12.1078086,8.331703,hospital
Dawaki General Hospital,12.107823,8.3316056,hospital
Dawaki General Hospital,12.1077663,8.3315969,hospital
Dawaki General Hospital,12.1077815,8.3314937,hospital
Dawaki General Hospital,12.1078351,8.331502,hospital
Dawaki General Hospital,12.1078626,8.3313161,hospital
Dawaki General Hospital,12.1078726,8.3313176,hospital
Dawaki General Hospital,12.1079015,8.3311222,hospital
Dawaki General Hospital,12.1078948,8.3311212,hospital
Dawaki General Hospital,12.1079113,8.3310091,hospital
Dawaki General Hospital,12.1077444,8.3309833,hospital
Dawaki General Hospital,12.1077552,8.33091,hospital
Dawaki General Hospital,12.1079222,8.3309358,hospital
Dawaki General Hospital,12.1079429,8.3307957,hospital
Dawaki General Hospital,12.1080407,8.3308109,hospital
Dawaki General Hospital,12.108022,8.330937,hospital
Dawaki General Hospital,12.108092,8.3309478,hospital
Dawaki General Hospital,12.1080792,8.3310347,hospital
Dawaki General Hospital,12.1080092,8.3310239,hospital
Dawaki General Hospital,12.1079931,8.3311325,hospital
Dawaki General Hospital,12.1079358,8.3311237,hospital
Dawaki General Hospital,12.1079064,8.3313229,hospital
Dawaki General Hospital,12.1079608,8.3313313,hospital
Dawaki General Hospital,12.1079347,8.331508,hospital
Dawaki General Hospital,12.1080465,8.3315253,hospital
Dawaki General Hospital,12.1080708,8.3313605,hospital
Dawaki General Hospital,12.1081837,8.331378,hospital
Dawaki General Hospital,12.1081583,8.3315493,hospital
Dawaki General Hospital,12.1083079,8.3315725,hospital
Dawaki General Hospital,12.1083401,8.3313548,hospital
Dawaki General Hospital,12.108473,8.3313753,hospital
Yanoko Primary Health Centre,12.0550361,8.2976635,hospital
Yanoko Primary Health Centre,12.055124,8.297662,hospital
Yanoko Primary Health Centre,12.0551245,8.2976971,hospital
Yanoko Primary Health Centre,12.0551619,8.2976965,hospital
Yanoko Primary Health Centre,12.0551624,8.2977273,hospital
Yanoko Primary Health Centre,12.0551261,8.2977279,hospital
Yanoko Primary Health Centre,12.0551266,8.2977587,hospital
Yanoko Primary Health Centre,12.0550377,8.2977602,hospital
Yanoko Primary Health Centre,12.0550361,8.2976635,hospital
Bugai Primary Health Centre,12.0425806,8.3166352,hospital
Bugai Primary Health Centre,12.0422918,8.3166235,hospital
Bugai Primary Health Centre,12.0422994,8.3164263,hospital
Bugai Primary Health Centre,12.0424355,8.3164317,hospital
Bugai Primary Health Centre,12.0424371,8.3163913,hospital
Bugai Primary Health Centre,12.042534,8.3163952,hospital
Bugai Primary Health Centre,12.0425278,8.3165576,hospital
Bugai Primary Health Centre,12.0425835,8.3165599,hospital
Bugai Primary Health Centre,12.0425806,8.3166352,hospital
Buruntumau Health Post,12.1835149,8.4209946,hospital
Buruntumau Health Post,12.1835229,8.4211088,hospital
Buruntumau Health Post,12.1834872,8.4211114,hospital
Buruntumau Health Post,12.1834921,8.4211808,hospital
Buruntumau Health Post,12.1834581,8.4211833,hospital
Buruntumau Health Post,12.183456,8.4211834,hospital
Buruntumau Health Post,12.1834517,8.4211219,hospital
Buruntumau Health Post,12.1834277,8.4211236,hospital
Buruntumau Health Post,12.1834192,8.4210016,hospital
Buruntumau Health Post,12.1835149,8.4209946,hospital
Tudun Wada Health Post,12.023247,8.5534914,hospital
Tudun Wada Health Post,12.0232378,8.5540065,hospital
Tudun Wada Health Post,12.0229575,8.5539762,hospital
Tudun Wada Health Post,12.0227829,8.5539644,hospital
Tudun Wada Health Post,12.0227918,8.5534701,hospital
Tudun Wada Health Post,12.023247,8.5534914,hospital
Mallam Shuaibu Primary Health Centre,12.0217317,8.5566235,hospital
Mallam Shuaibu Primary Health Centre,12.0217402,8.5570376,hospital
Mallam Shuaibu Primary Health Centre,12.0217468,8.5571351,hospital
Mallam Shuaibu Primary Health Centre,12.0215951,8.5571458,hospital
Mallam Shuaibu Primary Health Centre,12.0213128,8.5571727,hospital
Mallam Shuaibu Primary Health Centre,12.0212923,8.5567122,hospital
Mallam Shuaibu Primary Health Centre,12.0215068,8.5566893,hospital
Mallam Shuaibu Primary Health Centre,12.0215825,8.5566859,hospital
Mallam Shuaibu Primary Health Centre,12.0215784,8.5566279,hospital
Mallam Shuaibu Primary Health Centre,12.0217317,8.5566235,hospital
Unnamed,12.0289872,8.534962,hospital
Unnamed,12.028984,8.5347544,hospital
Unnamed,12.0290925,8.5347526,hospital
Unnamed,12.0290957,8.5349602,hospital
Unnamed,12.0289872,8.534962,hospital
Sheikh Muhammed Jidda General Hospital,12.0103771,8.5341688,hospital
Sheikh Muhammed Jidda General Hospital,12.0105978,8.5341957,hospital
Sheikh Muhammed Jidda General Hospital,12.0105914,8.5344294,hospital
Sheikh Muhammed Jidda General Hospital,12.0105783,8.534705,hospital
Sheikh Muhammed Jidda General Hospital,12.009947,8.5345861,hospital
Sheikh Muhammed Jidda General Hospital,12.0099573,8.5341382,hospital
Sheikh Muhammed Jidda General Hospital,12.0103771,8.5341688,hospital
Unguwar Uku Primary Health Centre,11.957769,8.5599379,hospital
Unguwar Uku Primary Health Centre,11.9581038,8.5602268,hospital
Unguwar Uku Primary Health Centre,11.9578487,8.5605696,hospital
Unguwar Uku Primary Health Centre,11.957506,8.5602244,hospital
Unguwar Uku Primary Health Centre,11.957769,8.5599379,hospital
Hotoro Danmarke Health Post,11.9619651,8.5805689,hospital
Hotoro Danmarke Health Post,11.9621722,8.5809862,hospital
Hotoro Danmarke Health Post,11.9619607,8.581135,hospital
Hotoro Danmarke Health Post,11.9617956,8.5806187,hospital
Hotoro Danmarke Health Post,11.9619651,8.5805689,hospital
Proposed Paediatric Hospital,11.9705456,8.5326715,hospital
Proposed Paediatric Hospital,11.9699416,8.5322393,hospital
Proposed Paediatric Hospital,11.9693475,8.5331038,hospital
Proposed Paediatric Hospital,11.9699013,8.5336698,hospital
Proposed Paediatric Hospital,11.9703191,8.5333096,hospital
Proposed Paediatric Hospital,11.9703342,8.533006,hospital
Proposed Paediatric Hospital,11.9705456,8.5326715,hospital
An Nur Specialist Hospital,11.9785443,8.5426887,hospital
An Nur Specialist Hospital,11.9779192,8.5419336,hospital
An Nur Specialist Hospital,11.9779015,8.5419122,hospital
An Nur Specialist Hospital,11.9774581,8.5422729,hospital
An Nur Specialist Hospital,11.9774883,8.542304,hospital
An Nur Specialist Hospital,11.97824,8.5430776,hospital
An Nur Specialist Hospital,11.9784656,8.5427919,hospital
An Nur Specialist Hospital,11.9785443,8.5426887,hospital
Gulu Primary Health Centre,11.8663022,8.3009545,hospital
Gulu Primary Health Centre,11.8661447,8.3005816,hospital
Gulu Primary Health Centre,11.8657379,8.3007882,hospital
Gulu Primary Health Centre,11.8658744,8.3011529,hospital
Gulu Primary Health Centre,11.8663022,8.3009545,hospital
Kudurun Health Post,11.7901445,8.3778022,hospital
Kudurun Health Post,11.7900211,8.3778881,hospital
Kudurun Health Post,11.7899371,8.3779149,hospital
Kudurun Health Post,11.7898321,8.3779444,hospital
Kudurun Health Post,11.7897113,8.3779605,hospital
Kudurun Health Post,11.7895695,8.3780061,hospital
Kudurun Health Post,11.7893148,8.3780812,hospital
Kudurun Health Post,11.7892256,8.3780785,hospital
Kudurun Health Post,11.7895013,8.3789314,hospital
Kudurun Health Post,11.7898216,8.3788483,hospital
Kudurun Health Post,11.7898925,8.3785774,hospital
Kudurun Health Post,11.7899135,8.3784191,hospital
Kudurun Health Post,11.789945,8.3782823,hospital
Kudurun Health Post,11.7900395,8.3781107,hospital
Kudurun Health Post,11.7901445,8.3778022,hospital
Ningawa Health Post,11.8217475,8.4008322,hospital
Ningawa Health Post,11.8216305,8.4006027,hospital
Ningawa Health Post,11.8219573,8.4005401,hospital
Ningawa Health Post,11.8219628,8.4006558,hospital
Ningawa Health Post,11.8218496,8.400671,hospital
Ningawa Health Post,11.8218849,8.4007791,hospital
Ningawa Health Post,11.8217475,8.4008322,hospital
Rikadawa Health Post,11.7338955,8.3089515,hospital
Rikadawa Health Post,11.7337866,8.3087892,hospital
Rikadawa Health Post,11.7335489,8.3089287,hospital
Rikadawa Health Post,11.7336264,8.3090159,hospital
Rikadawa Health Post,11.7336986,8.3089622,hospital
Rikadawa Health Post,11.7337734,8.3090507,hospital
Rikadawa Health Post,11.7338955,8.3089515,hospital
Sani Mashal Primary Health Centre,11.7703327,8.426716,hospital
Sani Mashal Primary Health Centre,11.7705822,8.426429,hospital
Sani Mashal Primary Health Centre,11.7704089,8.426083,hospital
Sani Mashal Primary Health Centre,11.7703826,8.4260213,hospital
Sani Mashal Primary Health Centre,11.7701542,8.4260884,hospital
Sani Mashal Primary Health Centre,11.7700833,8.426134,hospital
Sani Mashal Primary Health Centre,11.7703327,8.426716,hospital
Yakun Health Post,11.740061,8.2638438,hospital
Yakun Health Post,11.7399823,8.2639189,hospital
Yakun Health Post,11.7400742,8.2640744,hospital
Yakun Health Post,11.7401897,8.2644124,hospital
Yakun Health Post,11.7402186,8.2646484,hospital
Yakun Health Post,11.740279,8.2647852,hospital
Yakun Health Post,11.7404287,8.264686,hospital
Yakun Health Post,11.7404471,8.2646001,hospital
Yakun Health Post,11.7406335,8.2643668,hospital
Yakun Health Post,11.740061,8.2638438,hospital
Burji Primary Health Centre,11.1671356,8.5468163,hospital
Burji Primary Health Centre,11.1669014,8.5461779,hospital
Burji Primary Health Centre,11.1659567,8.5466473,hospital
Burji Primary Health Centre,11.1662041,8.5473071,hospital
Burji Primary Health Centre,11.1671356,8.5468163,hospital
Rufan Health Post,11.3174747,8.7178087,hospital
Rufan Health Post,11.3174537,8.7178972,hospital
Rufan Health Post,11.3175142,8.7181011,hospital
Rufan Health Post,11.3176036,8.7181172,hospital
Rufan Health Post,11.3176694,8.7182003,hospital
Rufan Health Post,11.3177719,8.7183156,hospital
Rufan Health Post,11.317864,8.7185758,hospital
Rufan Health Post,11.3180218,8.7185329,hospital
Rufan Health Post,11.3179744,8.7182835,hospital
Rufan Health Post,11.3182795,8.7181601,hospital
Rufan Health Post,11.3182532,8.7180984,hospital
Rufan Health Post,11.3179665,8.7181869,hospital
Rufan Health Post,11.3179455,8.7180635,hospital
Rufan Health Post,11.318027,8.718026,hospital
Rufan Health Post,11.3179744,8.7178436,hospital
Rufan Health Post,11.3178995,8.7178636,hospital
Rufan Health Post,11.3177915,8.7176943,hospital
Rufan Health Post,11.3177325,8.7177068,hospital
Rufan Health Post,11.3174747,8.7178087,hospital
Sitti Primary Health Centre,11.287606,8.7875228,hospital
Sitti Primary Health Centre,11.2869484,8.7871982,hospital
Sitti Primary Health Centre,11.2861357,8.7875683,hospital
Sitti Primary Health Centre,11.286567,8.7886788,hospital
Sitti Primary Health Centre,11.2878506,8.7880914,hospital
Sitti Primary Health Centre,11.287606,8.7875228,hospital
Masu Primary Health Centre,11.2023229,8.8056128,hospital
Masu Primary Health Centre,11.2018388,8.8057147,hospital
Masu Primary Health Centre,11.2019388,8.8062109,hospital
Masu Primary Health Centre,11.2024281,8.8061251,hospital
Masu Primary Health Centre,11.2023229,8.8056128,hospital
Yaryasa Health Post,11.3368906,8.3084748,hospital
Yaryasa Health Post,11.3367827,8.3081341,hospital
Yaryasa Health Post,11.3366144,8.3082066,hospital
Yaryasa Health Post,11.3367485,8.3085633,hospital
Yaryasa Health Post,11.3368906,8.3084748,hospital
Balare Primary Health Centre,11.9917192,8.9306638,hospital
Balare Primary Health Centre,11.9913204,8.9306986,hospital
Balare Primary Health Centre,11.9913571,8.9311948,hospital
Balare Primary Health Centre,11.9917533,8.9311922,hospital
Balare Primary Health Centre,11.9917192,8.9306638,hospital
Lajawa Primary Health Centre,11.870131,8.9214206,hospital
Lajawa Primary Health Centre,11.8703193,8.9222319,hospital
Lajawa Primary Health Centre,11.8704252,8.9222062,hospital
Lajawa Primary Health Centre,11.8704639,8.9223731,hospital
Lajawa Primary Health Centre,11.8703677,8.9223964,hospital
Lajawa Primary Health Centre,11.8704196,8.9226207,hospital
Lajawa Primary Health Centre,11.8701423,8.9226877,hospital
Lajawa Primary Health Centre,11.8700919,8.92247,hospital
Lajawa Primary Health Centre,11.869949,8.9225046,hospital
Lajawa Primary Health Centre,11.8698804,8.9222085,hospital
Lajawa Primary Health Centre,11.8702126,8.9221282,hospital
Lajawa Primary Health Centre,11.8700471,8.9214126,hospital
Lajawa Primary Health Centre,11.870131,8.9214206,hospital
Doguwa General Hospital,10.7348612,8.5909847,hospital
Doguwa General Hospital,10.7347755,8.5908329,hospital
Doguwa General Hospital,10.7352301,8.5905864,hospital
Doguwa General Hospital,10.7354426,8.5904422,hospital
Doguwa General Hospital,10.7355432,8.5901995,hospital
Doguwa General Hospital,10.7356028,8.5899188,hospital
Doguwa General Hospital,10.7359271,8.5897708,hospital
Doguwa General Hospital,10.7361805,8.5902981,hospital
Doguwa General Hospital,10.7364264,8.5903588,hospital
Doguwa General Hospital,10.7364898,8.5903853,hospital
Doguwa General Hospital,10.7365345,8.590484,hospital
Doguwa General Hospital,10.7365681,8.5905712,hospital
Doguwa General Hospital,10.7362438,8.590776,hospital
Doguwa General Hospital,10.7362886,8.5909429,hospital
Doguwa General Hospital,10.7358302,8.5911933,hospital
Doguwa General Hospital,10.7357258,8.5911326,hospital
Doguwa General Hospital,10.735655,8.5911136,hospital
Doguwa General Hospital,10.7355432,8.5908974,hospital
Doguwa General Hospital,10.7351444,8.5908557,hospital
Doguwa General Hospital,10.7350401,8.5908747,hospital
Doguwa General Hospital,10.7348612,8.5909847,hospital
Tagwaye Health Post,10.7812346,8.5925397,hospital
Tagwaye Health Post,10.7815271,8.5933416,hospital
Tagwaye Health Post,10.7808447,8.5937145,hospital
Tagwaye Health Post,10.7805733,8.5930868,hospital
Tagwaye Health Post,10.7812346,8.5925397,hospital
Bono Health Post,11.7045321,8.6320111,hospital
Bono Health Post,11.7046226,8.6322883,hospital
Bono Health Post,11.7043183,8.6323919,hospital
Bono Health Post,11.7042278,8.6321147,hospital
Bono Health Post,11.7045321,8.6320111,hospital
Dawakiji Primary Health Centre,11.863867,8.7026695,hospital
Dawakiji Primary Health Centre,11.8641951,8.7033991,hospital
Dawakiji Primary Health Centre,11.864308,8.7038363,hospital
Dawakiji Primary Health Centre,11.8639746,8.7039838,hospital
Dawakiji Primary Health Centre,11.8633394,8.7032113,hospital
Dawakiji Primary Health Centre,11.863867,8.7026695,hospital
Fanchan Health Post,11.7797138,8.7217033,hospital
Fanchan Health Post,11.7797936,8.7219446,hospital
Fanchan Health Post,11.7795652,8.722017,hospital
Fanchan Health Post,11.779468,8.7217783,hospital
Fanchan Health Post,11.7797138,8.7217033,hospital
Danhassan Primary Health Centre,11.7948184,8.5155161,hospital
Danhassan Primary Health Centre,11.7936896,8.5160889,hospital
Danhassan Primary Health Centre,11.7941203,8.5173141,hospital
Danhassan Primary Health Centre,11.7952788,8.5167224,hospital
Danhassan Primary Health Centre,11.7948184,8.5155161,hospital
Dawaki General Hospital,11.8399951,8.6007764,hospital
Dawaki General Hospital,11.8404233,8.601832,hospital
Dawaki General Hospital,11.8396375,8.6024004,hospital
Dawaki General Hospital,11.8390282,8.6014531,hospital
Dawaki General Hospital,11.8399951,8.6007764,hospital
Dukawa Primary Health Centre,11.7754354,8.5880924,hospital
Dukawa Primary Health Centre,11.7758528,8.5878939,hospital
Dukawa Primary Health Centre,11.776076,8.5883901,hospital
Dukawa Primary Health Centre,11.7756848,8.5885591,hospital
Dukawa Primary Health Centre,11.7754354,8.5880924,hospital
Gundutse Health Post,11.8244325,8.5133849,hospital
Gundutse Health Post,11.8243177,8.5134187,hospital
Gundutse Health Post,11.824364,8.5136511,hospital
Gundutse Health Post,11.8243861,8.5138676,hospital
Gundutse Health Post,11.8245009,8.5138676,hospital
Gundutse Health Post,11.8245517,8.5138495,hospital
Gundutse Health Post,11.8245738,8.513615,hospital
Gundutse Health Post,11.824576,8.5135338,hospital
Gundutse Health Post,11.8244788,8.5134751,hospital
Gundutse Health Post,11.8244457,8.5134819,hospital
Gundutse Health Post,11.8244325,8.5133849,hospital
Gurjiya Primary Health Centre,11.7501732,8.5549749,hospital
Gurjiya Primary Health Centre,11.7497741,8.5551224,hospital
Gurjiya Primary Health Centre,11.7499973,8.5556428,hospital
Gurjiya Primary Health Centre,11.7503807,8.5554765,hospital
Gurjiya Primary Health Centre,11.7501732,8.5549749,hospital
Karfi Primary Health Centre,11.8248483,8.4973482,hospital
Karfi Primary Health Centre,11.8252736,8.4978632,hospital
Karfi Primary Health Centre,11.8258275,8.4974287,hospital
Karfi Primary Health Centre,11.8253865,8.4968868,hospital
Karfi Primary Health Centre,11.8252631,8.4969941,hospital
Karfi Primary Health Centre,11.8248483,8.4973482,hospital
Amarawa Health Post,11.8177607,8.9003844,hospital
Amarawa Health Post,11.8174168,8.9005105,hospital
Amarawa Health Post,11.8176347,8.9013715,hospital
Amarawa Health Post,11.8179497,8.9012749,hospital
Amarawa Health Post,11.8181151,8.9012213,hospital
Amarawa Health Post,11.8177607,8.9003844,hospital
Fadi Sonka Health Post,11.7849598,8.8760308,hospital
Fadi Sonka Health Post,11.7849362,8.8758189,hospital
Fadi Sonka Health Post,11.7845659,8.8758725,hospital
Fadi Sonka Health Post,11.7845948,8.8760683,hospital
Fadi Sonka Health Post,11.7849598,8.8760308,hospital
Tsaraka Health Post,12.2147553,8.1819445,hospital
Tsaraka Health Post,12.2147225,8.1818011,hospital
Tsaraka Health Post,12.2145841,8.1818436,hospital
